year,month,season,date,site,site_number,rep,microsite,mass_g
2019,July,summer,08-Jul-19,Mojave,M2,18,larrea,0.5234
2019,July,summer,08-Jul-19,Mojave,M2,18,open,0.3986
2019,July,summer,06-Jul-19,Mojave,M2,19,larrea,1.3883
2019,July,summer,07-Jul-19,Mojave,M2,19,ephedra,3.0165
2019,July,summer,07-Jul-19,Mojave,M2,19,open,0.2375
2019,July,summer,06-Jul-19,Mojave,M2,20,larrea,3.5251
2019,July,summer,07-Jul-19,Mojave,M2,20,ephedra,2.6693
2019,July,summer,07-Jul-19,Mojave,M2,20,open,0.107
2019,July,summer,06-Jul-19,Mojave,M2,21,larrea,0.3851
2019,July,summer,07-Jul-19,Mojave,M2,21,ephedra,0.4835
2019,July,summer,07-Jul-19,Mojave,M2,21,open,0.1647
2019,July,summer,08-Jul-19,Mojave,M2,22,ephedra,1.9529
2019,July,summer,08-Jul-19,Mojave,M2,22,larrea,2.5442
2019,July,summer,08-Jul-19,Mojave,M2,22,open,1.7835
2019,July,summer,06-Jul-19,Mojave,M2,23,larrea,0.6458
2019,July,summer,07-Jul-19,Mojave,M2,23,ephedra,0.2881
2019,July,summer,07-Jul-19,Mojave,M2,23,open,0.814
2019,July,summer,06-Jul-19,Mojave,M2,24,larrea,2.6099
2019,July,summer,07-Jul-19,Mojave,M2,24,ephedra,1.3882
2019,July,summer,07-Jul-19,Mojave,M2,24,open,0.7022
2019,July,summer,06-Jul-19,Mojave,M2,25,larrea,1.5516
2019,July,summer,07-Jul-19,Mojave,M2,25,ephedra,1.9464
2019,July,summer,07-Jul-19,Mojave,M2,25,open,0.2133
2019,July,summer,08-Jul-19,Mojave,M2,26,ephedra,1.7379
2019,July,summer,08-Jul-19,Mojave,M2,26,larrea,4.1079
2019,July,summer,08-Jul-19,Mojave,M2,26,open,0.4663
2019,July,summer,06-Jul-19,Mojave,M2,27,larrea,2.1894
2019,July,summer,07-Jul-19,Mojave,M2,27,ephedra,1.4249
2019,July,summer,07-Jul-19,Mojave,M2,27,open,0.3067
2019,July,summer,06-Jul-19,Mojave,M2,28,larrea,1.1963
2019,July,summer,07-Jul-19,Mojave,M2,28,ephedra,1.2152
2019,July,summer,07-Jul-19,Mojave,M2,28,open,0
2019,July,summer,06-Jul-19,Mojave,M2,29,larrea,0.613
2019,July,summer,07-Jul-19,Mojave,M2,29,ephedra,0.9648
2019,July,summer,07-Jul-19,Mojave,M2,29,open,0.4313
2019,July,summer,08-Jul-19,Mojave,M2,30,ephedra,1.2223
2019,July,summer,08-Jul-19,Mojave,M2,30,larrea,0
2019,July,summer,08-Jul-19,Mojave,M2,30,open,0.086
2019,July,summer,08-Jul-19,Mojave,M3,1,ephedra,0.7797
2019,July,summer,08-Jul-19,Mojave,M3,1,larrea,4.0735
2019,July,summer,08-Jul-19,Mojave,M3,1,open,0.0969
2019,July,summer,08-Jul-19,Mojave,M3,2,ephedra,0.0436
2019,July,summer,08-Jul-19,Mojave,M3,2,larrea,0
2019,July,summer,08-Jul-19,Mojave,M3,2,open,0.04
2019,July,summer,08-Jul-19,Mojave,M3,3,ephedra,1.2947
2019,July,summer,08-Jul-19,Mojave,M3,3,larrea,0.8913
2019,July,summer,08-Jul-19,Mojave,M3,3,open,0
2019,July,summer,08-Jul-19,Mojave,M3,4,ephedra,0.1101
2019,July,summer,08-Jul-19,Mojave,M3,4,larrea,0.3044
2019,July,summer,08-Jul-19,Mojave,M3,4,open,0.219
2019,July,summer,08-Jul-19,Mojave,M3,5,ephedra,0.1489
2019,July,summer,08-Jul-19,Mojave,M3,5,larrea,0.7496
2019,July,summer,08-Jul-19,Mojave,M3,5,open,0
2019,July,summer,08-Jul-19,Mojave,M3,6,ephedra,0.2875
2019,July,summer,08-Jul-19,Mojave,M3,6,larrea,1.0139
2019,July,summer,08-Jul-19,Mojave,M3,6,open,0.3769
2019,July,summer,08-Jul-19,Mojave,M3,7,ephedra,0.7204
2019,July,summer,08-Jul-19,Mojave,M3,7,larrea,0.9576
2019,July,summer,08-Jul-19,Mojave,M3,7,open,0
2019,July,summer,08-Jul-19,Mojave,M3,8,ephedra,2.5926
2019,July,summer,08-Jul-19,Mojave,M3,8,larrea,1.1535
2019,July,summer,08-Jul-19,Mojave,M3,8,open,0.4606
2019,July,summer,08-Jul-19,Mojave,M3,9,ephedra,0.352
2019,July,summer,08-Jul-19,Mojave,M3,9,larrea,0.2869
2019,July,summer,08-Jul-19,Mojave,M3,9,open,0.028
2019,July,summer,08-Jul-19,Mojave,M3,10,ephedra,2.0942
2019,July,summer,08-Jul-19,Mojave,M3,10,larrea,0.6731
2019,July,summer,08-Jul-19,Mojave,M3,10,open,0.0657
2019,July,summer,08-Jul-19,Mojave,M3,11,ephedra,0.9534
2019,July,summer,08-Jul-19,Mojave,M3,11,larrea,0.3809
2019,July,summer,08-Jul-19,Mojave,M3,11,open,0.2319
2019,July,summer,08-Jul-19,Mojave,M3,12,ephedra,0.6614
2019,July,summer,08-Jul-19,Mojave,M3,12,larrea,3.41
2019,July,summer,08-Jul-19,Mojave,M3,12,open,0.0675
2019,July,summer,08-Jul-19,Mojave,M3,13,ephedra,0.2934
2019,July,summer,08-Jul-19,Mojave,M3,13,larrea,1.0712
2019,July,summer,08-Jul-19,Mojave,M3,13,open,0.0843
2019,July,summer,08-Jul-19,Mojave,M3,14,ephedra,0.2098
2019,July,summer,08-Jul-19,Mojave,M3,14,larrea,1.6792
2019,July,summer,08-Jul-19,Mojave,M3,14,open,0
2019,July,summer,08-Jul-19,Mojave,M3,15,ephedra,2.6082
2019,July,summer,08-Jul-19,Mojave,M3,15,larrea,0.984
2019,July,summer,08-Jul-19,Mojave,M3,15,open,0.2894
2019,July,summer,08-Jul-19,Mojave,M3,16,ephedra,1.1774
2019,July,summer,08-Jul-19,Mojave,M3,16,larrea,0.2961
2019,July,summer,08-Jul-19,Mojave,M3,16,open,0.0691
2019,July,summer,08-Jul-19,Mojave,M3,17,ephedra,2.301
2019,July,summer,08-Jul-19,Mojave,M3,17,larrea,1.3755
2019,July,summer,08-Jul-19,Mojave,M3,17,open,0.0821
2019,July,summer,08-Jul-19,Mojave,M3,18,ephedra,0.3958
2019,July,summer,08-Jul-19,Mojave,M3,18,larrea,0.7412
2019,July,summer,08-Jul-19,Mojave,M3,18,open,0
2019,July,summer,08-Jul-19,Mojave,M3,19,ephedra,0.8759
2019,July,summer,08-Jul-19,Mojave,M3,19,larrea,0.8193
2019,July,summer,08-Jul-19,Mojave,M3,19,open,0.0448
2019,July,summer,08-Jul-19,Mojave,M3,20,ephedra,2.1173
2019,July,summer,08-Jul-19,Mojave,M3,20,larrea,2.4635
2019,July,summer,08-Jul-19,Mojave,M3,20,open,0
2019,July,summer,08-Jul-19,Mojave,M3,21,ephedra,0.5774
2019,July,summer,08-Jul-19,Mojave,M3,21,larrea,1.2936
2019,July,summer,08-Jul-19,Mojave,M3,21,open,0.0843
2019,July,summer,08-Jul-19,Mojave,M3,22,ephedra,0.3622
2019,July,summer,08-Jul-19,Mojave,M3,22,larrea,1.5863
2019,July,summer,08-Jul-19,Mojave,M3,22,open,0
2019,July,summer,08-Jul-19,Mojave,M3,23,ephedra,0.1757
2019,July,summer,08-Jul-19,Mojave,M3,23,larrea,2.9641
2019,July,summer,08-Jul-19,Mojave,M3,23,open,0
2019,July,summer,08-Jul-19,Mojave,M3,24,ephedra,1.2513
2019,July,summer,08-Jul-19,Mojave,M3,24,larrea,0.4791
2019,July,summer,08-Jul-19,Mojave,M3,24,open,0
2019,July,summer,08-Jul-19,Mojave,M3,25,ephedra,0.5845
2019,July,summer,08-Jul-19,Mojave,M3,25,larrea,0.2839
2019,July,summer,08-Jul-19,Mojave,M3,25,open,0.2118
2019,July,summer,08-Jul-19,Mojave,M3,26,ephedra,0.7399
2019,July,summer,08-Jul-19,Mojave,M3,26,larrea,0.7124
2019,July,summer,08-Jul-19,Mojave,M3,26,open,0.1819
2019,July,summer,08-Jul-19,Mojave,M3,27,ephedra,0.8534
2019,July,summer,08-Jul-19,Mojave,M3,27,larrea,2.1562
2019,July,summer,08-Jul-19,Mojave,M3,27,open,0.0982
2019,July,summer,08-Jul-19,Mojave,M3,28,ephedra,1.7276
2019,July,summer,08-Jul-19,Mojave,M3,28,larrea,0.1588
2019,July,summer,08-Jul-19,Mojave,M3,28,open,0.1957
2019,July,summer,08-Jul-19,Mojave,M3,29,ephedra,0.5032
2019,July,summer,08-Jul-19,Mojave,M3,29,larrea,0.6598
2019,July,summer,08-Jul-19,Mojave,M3,29,open,0.1613
2019,July,summer,08-Jul-19,Mojave,M3,30,ephedra,0
2019,July,summer,08-Jul-19,Mojave,M3,30,larrea,0.8907
2019,July,summer,08-Jul-19,Mojave,M3,30,open,0.1353
2019,June,summer,26-Jun-19,Panoche,PAN1,1,ephedra,5.3291
2019,June,summer,26-Jun-19,Panoche,PAN1,1,open,1.1074
2019,June,summer,25-Jun-19,Panoche,PAN1,2,ephedra,4.4463
2019,June,summer,25-Jun-19,Panoche,PAN1,2,open,1.4048
2019,June,summer,25-Jun-19,Panoche,PAN1,3,ephedra,3.6283
2019,June,summer,25-Jun-19,Panoche,PAN1,3,open,1.3072
2019,June,summer,25-Jun-19,Panoche,PAN1,4,ephedra,2.2264
2019,June,summer,25-Jun-19,Panoche,PAN1,4,open,2.0382
2019,June,summer,26-Jun-19,Panoche,PAN1,5,ephedra,9.142
2019,June,summer,26-Jun-19,Panoche,PAN1,5,open,7.3657
2019,June,summer,25-Jun-19,Panoche,PAN1,6,ephedra,2.1283
2019,June,summer,25-Jun-19,Panoche,PAN1,6,open,0.5515
2019,June,summer,25-Jun-19,Panoche,PAN1,7,ephedra,3.0862
2019,June,summer,25-Jun-19,Panoche,PAN1,7,open,0.9347
2019,June,summer,25-Jun-19,Panoche,PAN1,8,ephedra,4.948
2019,June,summer,25-Jun-19,Panoche,PAN1,8,open,1.3063
2019,June,summer,26-Jun-19,Panoche,PAN1,9,ephedra,2.5443
2019,June,summer,26-Jun-19,Panoche,PAN1,9,open,1.1459
2019,June,summer,25-Jun-19,Panoche,PAN1,10,ephedra,2.1032
2019,June,summer,25-Jun-19,Panoche,PAN1,10,open,0.4749
2019,June,summer,25-Jun-19,Panoche,PAN1,11,ephedra,4.4488
2019,June,summer,25-Jun-19,Panoche,PAN1,11,open,0.6183
2019,June,summer,25-Jun-19,Panoche,PAN1,12,ephedra,2.9528
2019,June,summer,25-Jun-19,Panoche,PAN1,12,open,5.2739
2019,June,summer,26-Jun-19,Panoche,PAN1,13,ephedra,2.3784
2019,June,summer,26-Jun-19,Panoche,PAN1,13,open,1.9239
2019,June,summer,25-Jun-19,Panoche,PAN1,14,ephedra,2.3717
2019,June,summer,25-Jun-19,Panoche,PAN1,14,open,3.6708
2019,June,summer,25-Jun-19,Panoche,PAN1,15,ephedra,6.185
2019,June,summer,25-Jun-19,Panoche,PAN1,15,open,1.2243
2019,June,summer,25-Jun-19,Panoche,PAN1,16,ephedra,5.7347
2019,June,summer,25-Jun-19,Panoche,PAN1,16,open,1.6578
2019,June,summer,26-Jun-19,Panoche,PAN1,17,ephedra,2.8932
2019,June,summer,26-Jun-19,Panoche,PAN1,17,open,0.8596
2019,June,summer,25-Jun-19,Panoche,PAN1,18,ephedra,2.3187
2019,June,summer,25-Jun-19,Panoche,PAN1,18,open,1.1917
2019,June,summer,25-Jun-19,Panoche,PAN1,19,ephedra,0.5476
2019,June,summer,25-Jun-19,Panoche,PAN1,19,open,0.5882
2019,June,summer,25-Jun-19,Panoche,PAN1,20,ephedra,1.2769
2019,June,summer,25-Jun-19,Panoche,PAN1,20,open,5.0624
2019,June,summer,25-Jun-19,Panoche,PAN1,21,ephedra,0.0756
2019,June,summer,25-Jun-19,Panoche,PAN1,21,open,0.3511
2019,June,summer,26-Jun-19,Panoche,PAN1,22,ephedra,2.0379
2019,June,summer,26-Jun-19,Panoche,PAN1,22,open,4.159
2019,June,summer,25-Jun-19,Panoche,PAN1,23,ephedra,3.5762
2019,June,summer,25-Jun-19,Panoche,PAN1,23,open,1.7868
2019,June,summer,25-Jun-19,Panoche,PAN1,24,ephedra,5.537
2019,June,summer,25-Jun-19,Panoche,PAN1,24,open,1.3747
2019,June,summer,25-Jun-19,Panoche,PAN1,25,ephedra,4.5535
2019,June,summer,25-Jun-19,Panoche,PAN1,25,open,1.3756
2019,June,summer,26-Jun-19,Panoche,PAN1,26,ephedra,3.49
2019,June,summer,26-Jun-19,Panoche,PAN1,26,open,0.9438
2019,June,summer,25-Jun-19,Panoche,PAN1,27,ephedra,3.6248
2019,June,summer,26-Jun-19,Panoche,PAN1,27,open,4.9685
2019,June,summer,26-Jun-19,Panoche,PAN1,30,ephedra,6.6091
2019,June,summer,26-Jun-19,Panoche,PAN1,30,open,1.3946
2019,June,summer,26-Jun-19,Panoche,PAN1,34,ephedra,2.341
2019,June,summer,26-Jun-19,Panoche,PAN1,34,open,0.9116
2019,June,summer,26-Jun-19,Panoche,PAN1,38,ephedra,5.2312
2019,June,summer,26-Jun-19,Panoche,PAN1,38,open,0.6151
2019,June,summer,26-Jun-19,Panoche,PAN2,6,ephedra,7.0433
2019,June,summer,26-Jun-19,Panoche,PAN2,6,open,0.8285
2019,June,summer,26-Jun-19,Panoche,PAN2,11,ephedra,4.4621
2019,June,summer,26-Jun-19,Panoche,PAN2,11,open,1.4673
2019,June,summer,25-Jun-19,Panoche,PAN2,12,ephedra,2.9567
2019,June,summer,25-Jun-19,Panoche,PAN2,12,open,0.6304
2019,June,summer,25-Jun-19,Panoche,PAN2,13,ephedra,3.3122
2019,June,summer,25-Jun-19,Panoche,PAN2,13,open,0.5846
2019,June,summer,26-Jun-19,Panoche,PAN2,15,ephedra,1.3083
2019,June,summer,26-Jun-19,Panoche,PAN2,15,open,1.6032
2019,June,summer,25-Jun-19,Panoche,PAN2,16,ephedra,5.1817
2019,June,summer,25-Jun-19,Panoche,PAN2,16,open,0.0641
2019,June,summer,25-Jun-19,Panoche,PAN2,17,ephedra,3.5405
2019,June,summer,25-Jun-19,Panoche,PAN2,17,open,0
2019,June,summer,26-Jun-19,Panoche,PAN2,18,ephedra,1.6608
2019,June,summer,26-Jun-19,Panoche,PAN2,18,open,1.2587
2019,June,summer,25-Jun-19,Panoche,PAN2,19,ephedra,8.2381
2019,June,summer,25-Jun-19,Panoche,PAN2,19,open,0.7001
2019,June,summer,25-Jun-19,Panoche,PAN2,20,ephedra,3.8188
2019,June,summer,25-Jun-19,Panoche,PAN2,20,open,1.6036
2019,June,summer,25-Jun-19,Panoche,PAN2,21,ephedra,4.5241
2019,June,summer,25-Jun-19,Panoche,PAN2,21,open,0.3179
2019,June,summer,25-Jun-19,Panoche,PAN2,22,ephedra,3.1243
2019,June,summer,25-Jun-19,Panoche,PAN2,22,open,0.757
2019,June,summer,25-Jun-19,Panoche,PAN2,23,ephedra,1.5616
2019,June,summer,25-Jun-19,Panoche,PAN2,23,open,0.5671
2019,June,summer,26-Jun-19,Panoche,PAN2,24,ephedra,4.3369
2019,June,summer,26-Jun-19,Panoche,PAN2,24,open,0.9645
2019,June,summer,25-Jun-19,Panoche,PAN2,25,ephedra,3.8503
2019,June,summer,25-Jun-19,Panoche,PAN2,25,open,1.0897
2019,June,summer,25-Jun-19,Panoche,PAN2,26,ephedra,1.4861
2019,June,summer,25-Jun-19,Panoche,PAN2,26,open,0.763
2019,June,summer,25-Jun-19,Panoche,PAN2,27,ephedra,5.8751
2019,June,summer,25-Jun-19,Panoche,PAN2,27,open,7.1014
2019,June,summer,25-Jun-19,Panoche,PAN2,28,ephedra,3.2799
2019,June,summer,25-Jun-19,Panoche,PAN2,28,open,0.5148
2019,June,summer,25-Jun-19,Panoche,PAN2,29,ephedra,4.1709
2019,June,summer,25-Jun-19,Panoche,PAN2,29,open,0.5685
2019,June,summer,25-Jun-19,Panoche,PAN2,30,ephedra,0.8877
2019,June,summer,25-Jun-19,Panoche,PAN2,30,open,0.5227
2019,June,summer,25-Jun-19,Panoche,PAN2,31,ephedra,4.3405
2019,June,summer,25-Jun-19,Panoche,PAN2,31,open,0.453
2019,June,summer,26-Jun-19,Panoche,PAN2,32,ephedra,8.1265
2019,June,summer,26-Jun-19,Panoche,PAN2,32,open,0.3189
2019,June,summer,25-Jun-19,Panoche,PAN2,33,ephedra,4.1675
2019,June,summer,25-Jun-19,Panoche,PAN2,33,open,1.4642
2019,June,summer,25-Jun-19,Panoche,PAN2,34,ephedra,1.7295
2019,June,summer,25-Jun-19,Panoche,PAN2,34,open,0.8061
2019,June,summer,25-Jun-19,Panoche,PAN2,35,ephedra,7.0913
2019,June,summer,25-Jun-19,Panoche,PAN2,35,open,0.7195
2019,June,summer,25-Jun-19,Panoche,PAN2,36,ephedra,2.8605
2019,June,summer,25-Jun-19,Panoche,PAN2,36,open,1.0907
2019,June,summer,25-Jun-19,Panoche,PAN2,37,ephedra,3.4578
2019,June,summer,25-Jun-19,Panoche,PAN2,37,open,1.0474
2019,June,summer,25-Jun-19,Panoche,PAN2,38,ephedra,3.3995
2019,June,summer,25-Jun-19,Panoche,PAN2,38,open,0.5456
2019,June,summer,25-Jun-19,Panoche,PAN2,39,ephedra,3.0141
2019,June,summer,25-Jun-19,Panoche,PAN2,39,open,1.7504
2019,June,summer,25-Jun-19,Panoche,PAN2,40,ephedra,6.5164
2019,June,summer,25-Jun-19,Panoche,PAN2,40,open,2.8868
2019,June,summer,24-Jun-19,Panoche,PAN3,1,ephedra,9.9629
2019,June,summer,24-Jun-19,Panoche,PAN3,1,open,2.5404
2019,June,summer,24-Jun-19,Panoche,PAN3,2,ephedra,5.7949
2019,June,summer,24-Jun-19,Panoche,PAN3,2,open,4.2242
2019,June,summer,24-Jun-19,Panoche,PAN3,3,ephedra,3.4054
2019,June,summer,24-Jun-19,Panoche,PAN3,3,open,3.4871
2019,June,summer,24-Jun-19,Panoche,PAN3,4,ephedra,1.7951
2019,June,summer,24-Jun-19,Panoche,PAN3,4,open,3.6813
2019,June,summer,24-Jun-19,Panoche,PAN3,5,ephedra,4.2586
2019,June,summer,24-Jun-19,Panoche,PAN3,5,open,3.4074
2019,June,summer,26-Jun-19,Panoche,PAN3,6,ephedra,2.5606
2019,June,summer,26-Jun-19,Panoche,PAN3,6,open,1.8807
2019,June,summer,24-Jun-19,Panoche,PAN3,7,ephedra,2.9023
2019,June,summer,24-Jun-19,Panoche,PAN3,7,open,0.6083
2019,June,summer,26-Jun-19,Panoche,PAN3,8,ephedra,5.9177
2019,June,summer,26-Jun-19,Panoche,PAN3,8,open,2.8928
2019,June,summer,24-Jun-19,Panoche,PAN3,9,ephedra,4.4364
2019,June,summer,24-Jun-19,Panoche,PAN3,9,open,0.36
2019,June,summer,24-Jun-19,Panoche,PAN3,10,ephedra,5.0709
2019,June,summer,24-Jun-19,Panoche,PAN3,10,open,5.1255
2019,June,summer,24-Jun-19,Panoche,PAN3,11,ephedra,2.1237
2019,June,summer,24-Jun-19,Panoche,PAN3,11,open,1.7287
2019,June,summer,26-Jun-19,Panoche,PAN3,12,ephedra,6.6892
2019,June,summer,26-Jun-19,Panoche,PAN3,12,open,4.8548
2019,June,summer,24-Jun-19,Panoche,PAN3,13,ephedra,4.7471
2019,June,summer,24-Jun-19,Panoche,PAN3,13,open,1.8114
2019,June,summer,24-Jun-19,Panoche,PAN3,14,ephedra,4.0217
2019,June,summer,24-Jun-19,Panoche,PAN3,14,open,1.1736
2019,June,summer,24-Jun-19,Panoche,PAN3,15,ephedra,4.8584
2019,June,summer,24-Jun-19,Panoche,PAN3,15,open,2.6166
2019,June,summer,26-Jun-19,Panoche,PAN3,16,ephedra,1.9786
2019,June,summer,26-Jun-19,Panoche,PAN3,16,open,4.6701
2019,June,summer,24-Jun-19,Panoche,PAN3,17,ephedra,4.28
2019,June,summer,24-Jun-19,Panoche,PAN3,17,open,1.8539
2019,June,summer,24-Jun-19,Panoche,PAN3,18,ephedra,3.487
2019,June,summer,24-Jun-19,Panoche,PAN3,18,open,2.2605
2019,June,summer,26-Jun-19,Panoche,PAN3,19,ephedra,6.4622
2019,June,summer,26-Jun-19,Panoche,PAN3,19,open,0.9935
2019,June,summer,24-Jun-19,Panoche,PAN3,20,ephedra,1.3472
2019,June,summer,24-Jun-19,Panoche,PAN3,20,open,1.0427
2019,June,summer,24-Jun-19,Panoche,PAN3,21,ephedra,1.2114
2019,June,summer,24-Jun-19,Panoche,PAN3,21,open,0.4232
2019,June,summer,24-Jun-19,Panoche,PAN3,22,ephedra,3.5656
2019,June,summer,24-Jun-19,Panoche,PAN3,22,open,0.6936
2019,June,summer,26-Jun-19,Panoche,PAN3,23,ephedra,4.5986
2019,June,summer,26-Jun-19,Panoche,PAN3,23,open,0.7017
2019,June,summer,24-Jun-19,Panoche,PAN3,24,ephedra,3.6632
2019,June,summer,24-Jun-19,Panoche,PAN3,24,open,0.7845
2019,June,summer,24-Jun-19,Panoche,PAN3,25,ephedra,2.1737
2019,June,summer,24-Jun-19,Panoche,PAN3,25,open,4.2989
2019,June,summer,24-Jun-19,Panoche,PAN3,27,ephedra,4.233
2019,June,summer,24-Jun-19,Panoche,PAN3,27,open,2.4416
2019,June,summer,26-Jun-19,Panoche,PAN3,28,ephedra,12.145
2019,June,summer,26-Jun-19,Panoche,PAN3,28,open,7.7265
2019,June,summer,24-Jun-19,Panoche,PAN3,29,ephedra,6.0101
2019,June,summer,24-Jun-19,Panoche,PAN3,29,open,1.6076
2019,June,summer,24-Jun-19,Panoche,PAN3,31,ephedra,3.0023
2019,June,summer,24-Jun-19,Panoche,PAN3,31,open,2.8165
2019,June,summer,26-Jun-19,Panoche,PAN3,32,ephedra,3.8002
2019,June,summer,26-Jun-19,Panoche,PAN3,32,open,15.7999
2019,June,summer,26-Jun-19,Panoche,PAN3,36,ephedra,7.9182
2019,June,summer,26-Jun-19,Panoche,PAN3,36,open,3.5543
2019,June,summer,26-Jun-19,Panoche,PAN3,40,ephedra,10.0419
2019,June,summer,26-Jun-19,Panoche,PAN3,40,open,4.8733